id_demonio,nombre_demonio,rango,especialidad,nivel_ira,siglo_servicio,activo
132,Teresa el Cruel,Analista Infernal,Contratos,74,14,N
133,Johnny Devoraalmas,Archidemonio,Contratos,39,16,N
134,Julia Eterno,Verdugo,Fuego,26,17,N
135,Kenneth el Cruel,Íncubo,Contratos,97,20,S
136,Jessica la Sombra,Íncubo,Fuego,46,17,S
137,Renee el Cruel,Archidemonio,Recaudación,72,12,S
138,James el Cruel,Archidemonio,Contratos,71,19,N
139,Sylvia el Cruel,Analista Infernal,Almas corruptas,27,18,N
140,Robert Eterno,Verdugo,Almas corruptas,18,14,N
141,Lisa Devoraalmas,Archidemonio,Recaudación,67,20,N
142,Roger la Sombra,Súcubo,Fuego,85,13,S
143,Micheal el Cruel,Archidemonio,Recaudación,90,17,N
144,Jamie Eterno,Archidemonio,Fuego,furioso,16,N
145,Angela Incontable,Analista Infernal,Almas corruptas,69,16,N
146,Katherine el Cruel,Verdugo,Recaudación,9,20,N
147,Dawn Incontable,Súcubo,Fuego,24,14,S
148,George Eterno,Archidemonio,Castigos psicológicos,21,20,N
149,Matthew el Cruel,Verdugo,Contratos,82,14,N
150,Christopher Incontable,Analista Infernal,Recaudación,64,20,N
151,Michael Incontable,Súcubo,Recaudación,3,21,S
152,Patrick Eterno,Íncubo,Recaudación,89,19,N
153,Joshua el Cruel,Analista Infernal,Fuego,87,13,N
154,Elizabeth Incontable,Analista Infernal,Fuego,30,13,N
155,Jennifer el Cruel,Archidemonio,Recaudación,92,14,N
156,Jaime Incontable,Archidemonio,,73,20,N
157,Melanie la Sombra,Súcubo,Recaudación,83,19,S
158,David Devoraalmas,Súcubo,Recaudación,6,16,S
159,Todd Devoraalmas,Analista Infernal,Castigos psicológicos,95,17,S
160,Misty la Sombra,Íncubo,Fuego,38,14,S
161,Elizabeth el Cruel,Verdugo,Fuego,5,18,N
162,Jennifer Eterno,Analista Infernal,Recaudación,40,12,N
163,Nathan la Sombra,Íncubo,Almas corruptas,87,18,S
164,Randy la Sombra,Archidemonio,Almas corruptas,27,20,N
165,Ann la Sombra,Analista Infernal,Castigos psicológicos,65,15,S
166,Michael el Cruel,Archidemonio,Fuego,11,14,S
167,Geoffrey Devoraalmas,Íncubo,Contratos,37,16,N
168,Barbara la Sombra,Analista Infernal,Fuego,66,12,S
169,Curtis Incontable,Archidemonio,Contratos,25,20,N
170,Charles el Cruel,Analista Infernal,Castigos psicológicos,76,13,N
171,Andrea la Sombra,Verdugo,Fuego,51,18,N
172,Shannon la Sombra,Archidemonio,Contratos,65,13,N
173,Stephanie la Sombra,Íncubo,Almas corruptas,56,20,S
174,Nathan el Cruel,Verdugo,Fuego,15,18,N
175,Susan el Cruel,Verdugo,Almas corruptas,22,20,S
176,Alison el Cruel,Súcubo,Castigos psicológicos,88,18,N
177,Angel Eterno,Analista Infernal,Contratos,7,16,S
178,Jennifer el Cruel,Súcubo,Castigos psicológicos,71,21,N
179,Sheri Incontable,Súcubo,Castigos psicológicos,72,19,N
180,Austin Eterno,Verdugo,Fuego,88,12,S
181,Katie Devoraalmas,Verdugo,Almas corruptas,65,13,S
182,Leah Eterno,Íncubo,Recaudación,38,20,N
183,Katherine Devoraalmas,Súcubo,Castigos psicológicos,82,17,S
184,Henry la Sombra,Íncubo,Fuego,80,12,S
185,Jason Devoraalmas,Verdugo,Castigos psicológicos,47,15,N
186,Alexander Devoraalmas,Archidemonio,Fuego,21,13,S
187,Christopher la Sombra,Íncubo,Castigos psicológicos,19,17,S
188,Adriana Incontable,Íncubo,Fuego,73,13,S
189,Lauren Eterno,Analista Infernal,Recaudación,14,12,S
190,Tracy el Cruel,Íncubo,Recaudación,79,17,S
191,Gregory la Sombra,Súcubo,Fuego,39,17,S
192,Brian Eterno,Verdugo,Contratos,59,14,S
193,Michael el Cruel,Verdugo,Fuego,21,12,N
194,Molly Eterno,Verdugo,Recaudación,67,14,N
195,Anthony el Cruel,Íncubo,,52,15,N
196,Natalie Eterno,Verdugo,Fuego,furioso,15,N
197,Justin Devoraalmas,Analista Infernal,Castigos psicológicos,31,21,N
198,Marcus el Cruel,Verdugo,Almas corruptas,100,18,S
199,Dillon Eterno,Íncubo,Castigos psicológicos,67,13,N
200,Michelle Eterno,Súcubo,Recaudación,7,13,N
201,Tiffany Incontable,Íncubo,Castigos psicológicos,54,12,N
202,Edward Incontable,Archidemonio,Fuego,8,18,N
203,Sarah Incontable,Analista Infernal,Castigos psicológicos,44,13,N
204,Riley Incontable,Íncubo,Almas corruptas,8,13,N
205,Mark Incontable,Analista Infernal,Castigos psicológicos,95,17,N
206,Cynthia la Sombra,Archidemonio,Castigos psicológicos,54,15,S
207,Ian Devoraalmas,Íncubo,Almas corruptas,22,12,N
208,William Devoraalmas,Íncubo,Fuego,48,16,S
209,Alex Incontable,Archidemonio,Castigos psicológicos,19,18,S
210,Seth Eterno,Súcubo,Fuego,63,19,N
211,Steven Eterno,Íncubo,Fuego,40,15,S
212,Martin la Sombra,Verdugo,Almas corruptas,83,18,S
213,Diane Eterno,Analista Infernal,Fuego,95,17,N
214,Karen el Cruel,Archidemonio,Contratos,10,15,S
215,Nathan la Sombra,Súcubo,Castigos psicológicos,87,17,N
216,Edgar la Sombra,Súcubo,Almas corruptas,56,13,N
217,Jennifer el Cruel,Súcubo,Fuego,24,12,S
218,Elizabeth el Cruel,Archidemonio,Contratos,97,20,S
219,Amanda el Cruel,Íncubo,Recaudación,24,18,S
220,Melissa Devoraalmas,Verdugo,Fuego,furioso,21,S
221,Philip la Sombra,Archidemonio,Fuego,53,15,S
222,Amanda el Cruel,Archidemonio,Castigos psicológicos,65,12,N
223,Douglas la Sombra,Verdugo,Castigos psicológicos,1,17,S
224,Chase el Cruel,Archidemonio,Contratos,32,13,S
225,Joseph Devoraalmas,Analista Infernal,Castigos psicológicos,58,14,N
226,Jocelyn Eterno,Súcubo,Contratos,47,19,S
227,Latoya Eterno,Analista Infernal,Contratos,99,15,S
228,Stephanie la Sombra,Archidemonio,Recaudación,26,13,N
229,Melissa Devoraalmas,Súcubo,Almas corruptas,33,17,S
230,Barbara la Sombra,Súcubo,Castigos psicológicos,42,14,S
231,Robert Incontable,Archidemonio,Almas corruptas,69,14,S
232,David Eterno,Súcubo,Castigos psicológicos,23,21,S
233,Erin el Cruel,Analista Infernal,Almas corruptas,20,18,N
234,Jonathan Eterno,Súcubo,Contratos,74,15,S
235,Kimberly el Cruel,Analista Infernal,Contratos,63,19,N
236,Ashley el Cruel,Verdugo,Recaudación,30,12,S
237,Brian Incontable,Analista Infernal,Contratos,49,15,S
238,Andrew el Cruel,Súcubo,Recaudación,56,17,N
239,Alexander Eterno,Verdugo,Contratos,93,15,N
240,Anthony la Sombra,Íncubo,Contratos,20,13,S
241,John la Sombra,Íncubo,Castigos psicológicos,92,21,S
242,April Devoraalmas,Súcubo,Fuego,20,17,S
243,Ryan Eterno,Íncubo,Contratos,61,16,N
244,Joseph la Sombra,Archidemonio,Contratos,90,19,N
245,David la Sombra,Archidemonio,Recaudación,66,20,S
246,Chad el Cruel,Verdugo,Fuego,15,15,N
247,Grant Incontable,Verdugo,Fuego,50,12,N
248,Michael la Sombra,Íncubo,Fuego,70,12,N
249,Kyle Devoraalmas,Íncubo,Fuego,69,17,S
250,Kayla Incontable,Analista Infernal,Recaudación,24,12,S
251,Paige Incontable,Archidemonio,Contratos,81,20,S
252,Michael el Cruel,Súcubo,Contratos,4,19,N
253,Karen Eterno,Súcubo,Contratos,20,18,N
254,Edwin Devoraalmas,Súcubo,Contratos,72,15,S
255,Joseph Incontable,Íncubo,Castigos psicológicos,44,14,N
256,Edward Eterno,Íncubo,Almas corruptas,28,15,N
257,Jason Incontable,Archidemonio,Almas corruptas,79,13,N
258,Frank Devoraalmas,Súcubo,Castigos psicológicos,78,12,N
259,Erin la Sombra,Íncubo,Almas corruptas,38,19,N
260,Crystal Eterno,Súcubo,Recaudación,furioso,15,N
261,Jennifer Incontable,Analista Infernal,Castigos psicológicos,96,16,N
262,Joe el Cruel,Súcubo,Castigos psicológicos,37,18,N
263,Cathy Eterno,Súcubo,Castigos psicológicos,80,12,S
264,Susan la Sombra,Analista Infernal,Contratos,63,12,S
265,Louis la Sombra,Súcubo,Contratos,65,15,N
266,Angela Eterno,Súcubo,Almas corruptas,35,21,S
267,Lauren Devoraalmas,Archidemonio,Contratos,69,17,N
268,Gabrielle la Sombra,Verdugo,Castigos psicológicos,52,13,N
269,Ashley Incontable,Súcubo,Fuego,68,21,N
270,Rachel Eterno,Súcubo,Recaudación,78,14,S
271,Allison Devoraalmas,Analista Infernal,Almas corruptas,85,14,S
272,Alicia Devoraalmas,Verdugo,Recaudación,96,19,N
273,Christina Incontable,Súcubo,Almas corruptas,7,17,N
274,Brenda Eterno,Súcubo,Contratos,52,18,S
275,Michael Devoraalmas,Verdugo,Almas corruptas,61,16,S
276,Jonathan Incontable,Súcubo,Almas corruptas,11,17,S
277,Mark la Sombra,Íncubo,Almas corruptas,82,18,S
278,Heather el Cruel,Íncubo,Recaudación,28,19,S
279,Clarence Devoraalmas,Súcubo,Almas corruptas,39,20,S
280,Donald la Sombra,Súcubo,Fuego,88,16,S
281,Anthony la Sombra,Archidemonio,Almas corruptas,3,19,S
282,Charles Devoraalmas,Analista Infernal,Fuego,47,16,N
283,Jennifer el Cruel,Analista Infernal,Almas corruptas,94,12,S
284,Philip la Sombra,Archidemonio,Almas corruptas,63,12,S
285,Carl Devoraalmas,Verdugo,Recaudación,19,18,N
286,Timothy Incontable,Analista Infernal,Recaudación,27,18,S
287,Linda la Sombra,Archidemonio,Recaudación,22,20,S
288,Susan Devoraalmas,Íncubo,Contratos,11,20,S
289,Thomas el Cruel,Súcubo,Fuego,13,19,N
290,Elizabeth Incontable,Súcubo,Almas corruptas,6,21,N
291,Erica Devoraalmas,Analista Infernal,Fuego,50,12,N
292,Evan el Cruel,Archidemonio,Castigos psicológicos,36,17,N
293,Matthew la Sombra,Súcubo,Recaudación,76,14,N
294,Dylan Devoraalmas,Íncubo,Almas corruptas,9,21,N
295,David Incontable,Analista Infernal,Contratos,14,15,S
296,Dawn Incontable,Archidemonio,Recaudación,22,12,S
297,Michael Eterno,Archidemonio,Castigos psicológicos,68,15,N
298,Amanda Devoraalmas,Súcubo,Contratos,62,21,N
299,Emily Eterno,Archidemonio,Castigos psicológicos,78,12,S
300,Tracy el Cruel,Íncubo,Contratos,89,12,N
301,Richard la Sombra,Archidemonio,Castigos psicológicos,4,13,N
302,Natasha Incontable,Archidemonio,Recaudación,57,21,N
303,Philip Devoraalmas,Archidemonio,Fuego,7,15,S
304,Shannon Incontable,Archidemonio,Almas corruptas,18,12,N
305,Christopher Eterno,Analista Infernal,Contratos,68,16,N
306,Michelle Eterno,Analista Infernal,Fuego,70,13,N
307,John Eterno,Verdugo,Recaudación,38,14,S
308,Lance Incontable,Íncubo,Castigos psicológicos,46,16,N
309,Elizabeth Eterno,Íncubo,Almas corruptas,92,20,S
310,Alexis Incontable,Analista Infernal,Recaudación,96,16,N
311,Thomas el Cruel,Analista Infernal,Almas corruptas,11,21,S
312,Dana Eterno,Súcubo,Recaudación,60,20,S
313,Daniel Devoraalmas,Súcubo,Contratos,39,18,S
314,Stephanie el Cruel,Archidemonio,Almas corruptas,5,19,S
315,Joann el Cruel,Archidemonio,Fuego,60,16,S
316,Angela Incontable,Íncubo,Fuego,87,18,S
317,Benjamin Incontable,Íncubo,Recaudación,41,13,S
318,Mark Eterno,Íncubo,Almas corruptas,98,19,S
319,Renee Devoraalmas,Analista Infernal,Fuego,53,14,N
320,James Eterno,Analista Infernal,Almas corruptas,18,18,N
321,Leah la Sombra,Verdugo,Fuego,83,14,S
322,Zachary Eterno,Archidemonio,Recaudación,66,13,S
323,Christopher Devoraalmas,Súcubo,Castigos psicológicos,33,14,S
324,Kevin Incontable,Íncubo,Castigos psicológicos,23,17,N
325,Reginald Eterno,Verdugo,Recaudación,39,14,N
326,Wayne Devoraalmas,Verdugo,Castigos psicológicos,40,12,N
327,Andres el Cruel,Analista Infernal,Fuego,94,13,S
328,Christopher Eterno,Archidemonio,Castigos psicológicos,70,20,N
329,Patricia Incontable,Verdugo,Fuego,86,21,S
330,Melissa la Sombra,Súcubo,Castigos psicológicos,97,15,S
331,Max Eterno,Íncubo,Recaudación,92,19,S
332,Thomas Eterno,Súcubo,Almas corruptas,53,15,S
333,Tiffany Devoraalmas,Súcubo,Contratos,31,20,N
334,Kathleen la Sombra,Íncubo,Fuego,13,17,S
335,Brian Devoraalmas,Analista Infernal,Contratos,furioso,16,S
336,Drew Eterno,Súcubo,Fuego,58,16,N
337,Cynthia Incontable,Analista Infernal,Recaudación,19,14,S
338,John el Cruel,Súcubo,Almas corruptas,58,13,S
339,Randy el Cruel,Súcubo,Contratos,65,13,N
340,Pamela la Sombra,Archidemonio,Recaudación,75,12,N
341,Debra la Sombra,Analista Infernal,Fuego,17,16,N
342,John Devoraalmas,Íncubo,Almas corruptas,97,18,N
343,Darryl Incontable,Súcubo,Fuego,13,12,S
344,Laura la Sombra,Verdugo,Castigos psicológicos,78,19,N
345,Megan el Cruel,Analista Infernal,Fuego,furioso,18,S
346,John Devoraalmas,Archidemonio,Almas corruptas,84,19,N
347,Austin Devoraalmas,Verdugo,Fuego,3,13,S
348,Jeffrey el Cruel,Súcubo,Castigos psicológicos,34,16,S
349,Troy la Sombra,Íncubo,Contratos,78,15,S
350,Catherine Devoraalmas,Íncubo,Fuego,88,18,S
351,Tony el Cruel,Íncubo,Castigos psicológicos,1,13,S
352,Michelle Incontable,Archidemonio,Contratos,50,15,N
353,Frank el Cruel,Verdugo,Almas corruptas,6,19,N
354,Alexis la Sombra,Súcubo,Castigos psicológicos,1,18,S
355,William el Cruel,Archidemonio,Contratos,68,12,N
356,Kaylee Incontable,Archidemonio,Castigos psicológicos,86,21,S
357,John Devoraalmas,Verdugo,Recaudación,58,20,S
358,Joseph Eterno,Analista Infernal,Contratos,27,19,N
359,Daniel Incontable,Íncubo,Contratos,17,16,N
360,Daniel Devoraalmas,Verdugo,Castigos psicológicos,6,21,S
361,Thomas Devoraalmas,Verdugo,Contratos,71,13,S
362,Linda Devoraalmas,Súcubo,,44,16,S
363,Vanessa Incontable,Archidemonio,Recaudación,93,15,S
364,Emily Eterno,Verdugo,Contratos,51,19,S
365,Krista Devoraalmas,Archidemonio,Recaudación,58,20,N
366,Sydney la Sombra,Archidemonio,Almas corruptas,1,18,S
367,Madison Devoraalmas,Súcubo,Fuego,23,14,N
368,Matthew Devoraalmas,Verdugo,Almas corruptas,8,20,S
369,Angela la Sombra,Súcubo,Almas corruptas,19,15,N
370,Kaitlin la Sombra,Analista Infernal,Recaudación,89,14,N
371,Laura el Cruel,Verdugo,Castigos psicológicos,12,18,N
372,Jamie Eterno,Analista Infernal,,furioso,17,S
373,Olivia Eterno,Verdugo,Fuego,43,15,N
374,John Incontable,Analista Infernal,Castigos psicológicos,78,13,N
375,Joshua Incontable,Verdugo,,40,18,N
376,Alexis Eterno,Súcubo,Almas corruptas,34,16,N
377,Michael Devoraalmas,Archidemonio,Recaudación,100,18,S
378,Andrea Incontable,Verdugo,,29,19,S
379,Tonya Incontable,Íncubo,Contratos,25,14,N
380,Timothy Eterno,Analista Infernal,Contratos,20,13,N
381,Billy Incontable,Íncubo,Almas corruptas,2,21,N
382,Laura el Cruel,Íncubo,Recaudación,42,12,S
383,Bradley Devoraalmas,Súcubo,Recaudación,93,12,N
384,Antonio Eterno,Archidemonio,Almas corruptas,59,15,S
385,Linda Devoraalmas,Súcubo,Castigos psicológicos,25,21,S
386,Alice Devoraalmas,Analista Infernal,Contratos,69,16,S
387,Stacy la Sombra,Súcubo,Almas corruptas,33,20,S
388,Robert Eterno,Archidemonio,Fuego,64,12,S
389,Katie Devoraalmas,Verdugo,Fuego,71,21,N
390,Brenda Eterno,Archidemonio,Castigos psicológicos,67,19,S
391,Vanessa Eterno,Archidemonio,Contratos,31,14,N
392,Darin la Sombra,Verdugo,Recaudación,furioso,20,N
393,Gina Devoraalmas,Analista Infernal,Recaudación,83,13,N
394,Michael la Sombra,Íncubo,Fuego,56,21,S
395,Annette Eterno,Analista Infernal,,26,14,N
396,Lauren la Sombra,Analista Infernal,Almas corruptas,37,14,N
397,Hannah Incontable,Súcubo,Castigos psicológicos,16,17,N
398,Linda el Cruel,Verdugo,Contratos,12,16,N
399,Susan la Sombra,Analista Infernal,Contratos,15,21,N
400,Michael Incontable,Íncubo,Almas corruptas,94,17,N
401,Lisa el Cruel,Íncubo,Contratos,68,15,N
402,Janice la Sombra,Analista Infernal,Almas corruptas,90,15,N
403,Nicholas Incontable,Íncubo,Recaudación,7,12,N
404,Heather la Sombra,Súcubo,Contratos,89,19,N
405,Erin Incontable,Archidemonio,Contratos,36,18,N
406,Madison Devoraalmas,Súcubo,Almas corruptas,39,21,S
407,Thomas Incontable,Súcubo,,15,21,N
408,Catherine Incontable,Analista Infernal,Recaudación,16,13,N
409,Darin la Sombra,Súcubo,Almas corruptas,83,14,S
410,William Incontable,Analista Infernal,Almas corruptas,88,21,S
411,Brandon Incontable,Analista Infernal,Recaudación,11,13,S
412,Christine la Sombra,Archidemonio,Contratos,61,13,N
413,Kaitlyn Incontable,Íncubo,Recaudación,96,13,S
414,Aaron Eterno,Súcubo,Recaudación,52,20,S
415,Jacqueline el Cruel,Analista Infernal,Fuego,41,16,S
416,Travis el Cruel,Súcubo,Almas corruptas,67,19,N
417,Mary el Cruel,Íncubo,Almas corruptas,61,18,N
418,Madison la Sombra,Archidemonio,Fuego,furioso,17,S
419,Albert Incontable,Archidemonio,Fuego,13,16,N
420,Heather Devoraalmas,Verdugo,Fuego,87,12,S
421,Arthur Incontable,Analista Infernal,Almas corruptas,70,19,S
422,Stephanie el Cruel,Analista Infernal,Recaudación,66,16,S
423,Norma Devoraalmas,Analista Infernal,Castigos psicológicos,91,14,S
424,Timothy la Sombra,Archidemonio,Almas corruptas,70,15,N
425,Kenneth la Sombra,Súcubo,Almas corruptas,92,20,N
426,Timothy Eterno,Archidemonio,Contratos,57,18,S
427,Rebecca la Sombra,Analista Infernal,Recaudación,22,12,S
428,Linda Devoraalmas,Íncubo,Contratos,68,13,N
429,Jeremy Devoraalmas,Íncubo,Fuego,78,12,N
430,Edward Devoraalmas,Íncubo,Castigos psicológicos,19,20,S
431,Lauren el Cruel,Súcubo,Contratos,90,18,N
432,Catherine la Sombra,Súcubo,Castigos psicológicos,95,18,S
433,Corey Eterno,Verdugo,Contratos,3,19,N
434,Mary Eterno,Archidemonio,Castigos psicológicos,79,14,N
435,Juan el Cruel,Íncubo,Almas corruptas,64,21,N
436,Lisa la Sombra,Súcubo,Fuego,28,14,N
437,Gabriel la Sombra,Analista Infernal,Recaudación,7,21,N
438,Erica Eterno,Analista Infernal,Almas corruptas,83,14,N
439,Gary Eterno,Íncubo,Contratos,50,21,S
440,John Eterno,Analista Infernal,Castigos psicológicos,23,21,S
441,Larry el Cruel,Archidemonio,Contratos,4,21,S
442,Tracy la Sombra,Analista Infernal,Recaudación,45,20,S
443,Ian el Cruel,Analista Infernal,Almas corruptas,11,15,S
444,Angelica el Cruel,Íncubo,Almas corruptas,25,19,S
445,Jenna Incontable,Íncubo,Castigos psicológicos,88,18,S
446,Shannon Devoraalmas,Analista Infernal,Fuego,75,21,S
447,Jessica Eterno,Súcubo,Contratos,48,18,N
448,Jeffrey la Sombra,Archidemonio,Recaudación,77,13,S
449,Colton la Sombra,Analista Infernal,Castigos psicológicos,79,17,N
450,Pamela el Cruel,Súcubo,Almas corruptas,6,20,S
