id_demonio,nombre_demonio,rango,especialidad,nivel_ira,siglo_servicio,activo
441,Larry el Cruel,Archidemonio,Contratos,4,21,1
442,Tracy la Sombra,Analista Infernal,Recaudación,45,20,1
443,Ian el Cruel,Analista Infernal,Almas corruptas,11,15,1
444,Angelica el Cruel,Íncubo,Almas corruptas,25,19,1
445,Jenna Incontable,Íncubo,Castigos psicológicos,88,18,1
446,Shannon Devoraalmas,Analista Infernal,Fuego,75,21,1
447,Jessica Eterno,Súcubo,Contratos,48,18,0
448,Jeffrey la Sombra,Archidemonio,Recaudación,77,13,1
449,Colton la Sombra,Analista Infernal,Castigos psicológicos,79,17,0
450,Pamela el Cruel,Súcubo,Almas corruptas,6,20,1
451,Keith Eterno,Analista Infernal,Recaudación,20,20,1
452,Robert Incontable,Súcubo,Fuego,52,18,0
453,Jeremy Eterno,Íncubo,Recaudación,92,19,1
454,Anne el Cruel,Íncubo,Recaudación,29,13,1
455,Kristen el Cruel,Súcubo,Castigos psicológicos,82,13,0
456,Janet Eterno,Súcubo,Contratos,47,21,0
457,Tina la Sombra,Archidemonio,Castigos psicológicos,42,14,1
458,Austin la Sombra,Archidemonio,Contratos,66,13,0
459,James Eterno,Analista Infernal,Fuego,17,20,0
460,Jennifer Devoraalmas,Archidemonio,Recaudación,41,16,1
461,David el Cruel,Íncubo,Fuego,8,20,0
462,Ralph la Sombra,Archidemonio,Fuego,12,21,0
463,Trevor el Cruel,Verdugo,Castigos psicológicos,91,21,1
464,Shaun la Sombra,Analista Infernal,Recaudación,34,16,1
465,Christian Incontable,Archidemonio,Contratos,66,17,0
466,Misty Devoraalmas,Súcubo,Almas corruptas,50,19,0
467,Sharon el Cruel,Analista Infernal,Contratos,25,13,1
468,Michele la Sombra,Íncubo,Castigos psicológicos,98,21,1
469,Patricia el Cruel,Archidemonio,Almas corruptas,76,14,0
470,Jennifer el Cruel,Íncubo,Recaudación,97,15,1
471,Christine Eterno,Analista Infernal,Recaudación,62,16,1
472,Haley Eterno,Analista Infernal,Recaudación,88,18,0
473,Brandon Incontable,Archidemonio,Fuego,6,17,0
474,John Devoraalmas,Analista Infernal,Contratos,91,18,1
475,Stacie el Cruel,Analista Infernal,Recaudación,95,18,1
476,Rodney Devoraalmas,Analista Infernal,Almas corruptas,38,13,0
477,Kimberly Eterno,Íncubo,Recaudación,42,21,0
478,Summer Devoraalmas,Analista Infernal,Almas corruptas,29,19,1
479,Anthony la Sombra,Súcubo,Fuego,88,18,1
480,Bryan Devoraalmas,Súcubo,Recaudación,1,21,1
481,Calvin Incontable,Íncubo,Castigos psicológicos,25,17,1
482,Katherine Incontable,Súcubo,Fuego,42,16,0
483,Roy la Sombra,Íncubo,Recaudación,30,19,1
484,Eric Incontable,Íncubo,Fuego,98,14,0
485,Richard Devoraalmas,Archidemonio,Fuego,66,21,1
486,Mary Incontable,Archidemonio,Recaudación,61,20,0
487,Cheryl Eterno,Archidemonio,Castigos psicológicos,29,12,0
488,Thomas Devoraalmas,Súcubo,Almas corruptas,16,16,1
489,Katherine la Sombra,Súcubo,Almas corruptas,89,18,0
490,Jacqueline la Sombra,Analista Infernal,Fuego,83,13,0
491,Jacob el Cruel,Verdugo,Fuego,5,19,1
492,Harold Devoraalmas,Súcubo,Fuego,60,14,0
493,Thomas Eterno,Analista Infernal,Recaudación,31,17,0
494,Joseph Eterno,Súcubo,Recaudación,64,19,1
495,Anthony Devoraalmas,Verdugo,Fuego,40,21,1
496,Cathy Incontable,Analista Infernal,Castigos psicológicos,43,17,1
497,Tammy la Sombra,Analista Infernal,Almas corruptas,28,13,0
498,Jeanne la Sombra,Súcubo,Almas corruptas,32,17,0
499,Thomas Devoraalmas,Analista Infernal,Contratos,42,15,0
500,Lauren la Sombra,Súcubo,Fuego,62,18,0
