id_tormento,id_alma,tipo_tormento,nivel_intensidad,duracion_horas,responsable_demonio,resultado_final
88,1308,Cámara de hielo,1,194,366,Sobrevive
89,3322,Grito eterno,5,772,366,Sobrevive
90,7649,Laberinto sin salida,6,981,343,Sobrevive
91,1414,Laberinto sin salida,2,469,366,Transferida
92,363,Grito eterno,9,117,127,Desintegrada
93,129,Loop de reuniones,3,467,335,Sobrevive
94,7918,Cámara de hielo,5,434,9,Desintegrada
95,2128,Laberinto sin salida,7,583,318,Sobrevive
96,9715,Loop de reuniones,5,621,208,Desintegrada
97,9417,Baño de lava,10,12,105,Sobrevive
98,464,Baño de lava,10,37,218,Reincidente
99,4791,Grito eterno,6,483,112,Desintegrada
100,7644,Baño de lava,3,785,299,Transferida
101,4449,Grito eterno,10,586,41,Reincidente
102,312,Laberinto sin salida,1,358,443,Reincidente
103,4933,Loop de reuniones,2,480,350,Sobrevive
104,4988,Loop de reuniones,2,133,276,Sobrevive
105,3920,Loop de reuniones,4,248,332,Transferida
106,605,Laberinto sin salida,9,965,480,Desintegrada
107,6688,Cámara de hielo,2,120,191,Transferida
108,7338,Laberinto sin salida,7,860,481,Transferida
109,9588,Baño de lava,1,542,121,Sobrevive
110,8827,Grito eterno,6,668,249,Reincidente
111,2880,Laberinto sin salida,2,679,491,Sobrevive
112,6451,Laberinto sin salida,3,409,263,Transferida
113,264,Loop de reuniones,9,293,206,Sobrevive
114,9081,Grito eterno,8,902,349,Reincidente
115,1829,Grito eterno,2,743,451,Transferida
116,9287,Cámara de hielo,9,781,241,Desintegrada
117,2048,Cámara de hielo,1,688,105,Desintegrada
118,5938,Baño de lava,10,360,264,Desintegrada
119,1025,Grito eterno,3,566,478,Reincidente
120,5688,Loop de reuniones,9,599,271,Transferida
121,7480,Grito eterno,4,744,450,Transferida
122,1657,Loop de reuniones,10,97,463,Transferida
123,1462,Baño de lava,2,987,44,Sobrevive
124,8791,Laberinto sin salida,4,501,129,Desintegrada
125,4876,Loop de reuniones,9,43,467,Transferida
126,4970,Laberinto sin salida,5,296,221,Reincidente
127,3407,Cámara de hielo,1,285,2,Desintegrada
128,6962,Cámara de hielo,2,469,136,Sobrevive
129,450,Laberinto sin salida,7,316,329,Desintegrada
130,2641,Loop de reuniones,8,940,79,Reincidente
131,8752,Cámara de hielo,8,935,41,Reincidente
132,8063,Baño de lava,6,769,377,Reincidente
133,3902,Grito eterno,3,404,168,Reincidente
134,6802,Baño de lava,1,834,264,Desintegrada
135,7108,Baño de lava,2,971,180,Desintegrada
136,5717,Grito eterno,10,213,117,Sobrevive
137,93,Baño de lava,10,630,217,Transferida
138,9305,Laberinto sin salida,8,596,29,Sobrevive
139,1239,Laberinto sin salida,7,744,478,Reincidente
140,6871,Grito eterno,1,8,163,Sobrevive
141,7945,Cámara de hielo,6,771,231,Desintegrada
142,5557,Loop de reuniones,1,925,165,Reincidente
143,5604,Loop de reuniones,4,457,494,Reincidente
144,1601,Loop de reuniones,9,178,263,Sobrevive
145,8856,Cámara de hielo,2,240,357,Desintegrada
146,8311,Baño de lava,1,775,13,Desintegrada
147,8712,Grito eterno,3,659,284,Sobrevive
148,9141,Baño de lava,10,623,427,Desintegrada
149,684,Baño de lava,5,262,181,Desintegrada
150,1465,Grito eterno,4,885,109,Reincidente
151,5677,Cámara de hielo,7,252,226,Desintegrada
152,5791,Laberinto sin salida,2,902,254,Transferida
153,5502,Cámara de hielo,6,334,166,Sobrevive
154,6938,Baño de lava,4,98,349,Transferida
155,5115,Cámara de hielo,7,495,61,Reincidente
156,9236,Loop de reuniones,7,748,184,Reincidente
157,5045,Cámara de hielo,1,368,494,Reincidente
158,7269,Grito eterno,3,621,221,Transferida
159,3911,Loop de reuniones,4,25,85,Reincidente
160,6811,Grito eterno,3,556,363,Transferida
161,8441,Baño de lava,10,158,387,Desintegrada
162,7554,Grito eterno,1,909,250,Transferida
163,1042,Laberinto sin salida,1,220,343,Transferida
164,4756,Loop de reuniones,3,197,335,Desintegrada
165,2416,Cámara de hielo,3,90,54,Reincidente
166,9492,Cámara de hielo,2,431,160,Desintegrada
167,1226,Loop de reuniones,3,486,432,Reincidente
168,7521,Cámara de hielo,6,633,142,Reincidente
169,8552,Baño de lava,9,718,10,Reincidente
170,3121,Baño de lava,5,272,343,Sobrevive
171,7956,Cámara de hielo,5,652,76,Desintegrada
172,2507,Grito eterno,10,482,411,Reincidente
173,8641,Loop de reuniones,8,891,254,Desintegrada
174,9994,Grito eterno,3,529,102,Desintegrada
175,6587,Grito eterno,7,379,160,Reincidente
176,4991,Loop de reuniones,7,705,322,Sobrevive
177,8494,Cámara de hielo,8,943,229,Desintegrada
178,2134,Baño de lava,9,383,356,Reincidente
179,9507,Baño de lava,3,381,166,Reincidente
180,2159,Baño de lava,8,814,102,Sobrevive
181,8993,Baño de lava,6,476,211,Sobrevive
182,3026,Laberinto sin salida,3,800,264,Desintegrada
183,5844,Cámara de hielo,3,969,351,Transferida
184,3725,Baño de lava,8,178,2,Reincidente
185,2408,Loop de reuniones,1,773,270,Desintegrada
186,6513,Laberinto sin salida,8,100,91,Reincidente
187,7551,Loop de reuniones,10,640,111,En proceso
188,558,Grito eterno,8,157,364,Sobrevive
189,961,Loop de reuniones,10,774,414,Transferida
190,5960,Laberinto sin salida,1,127,217,Sobrevive
191,2468,Grito eterno,1,795,165,Sobrevive
192,7419,Laberinto sin salida,7,125,214,Sobrevive
193,4345,Laberinto sin salida,9,388,121,Transferida
194,827,Baño de lava,4,157,4,Transferida
195,8881,Cámara de hielo,3,688,415,Transferida
196,7683,Loop de reuniones,5,531,111,Transferida
197,6346,Grito eterno,2,550,441,Transferida
198,5772,Loop de reuniones,7,711,368,Transferida
199,9034,Grito eterno,4,546,327,Reincidente
200,5275,Baño de lava,6,994,275,Transferida
201,2408,Baño de lava,10,854,286,Desintegrada
202,5773,Loop de reuniones,6,181,84,Transferida
203,1537,Baño de lava,7,605,453,Desintegrada
204,9362,Loop de reuniones,3,669,41,Desintegrada
205,3335,Cámara de hielo,9,234,186,Sobrevive
206,4093,Cámara de hielo,4,888,432,Desintegrada
207,5758,Grito eterno,6,593,89,Desintegrada
208,3735,Cámara de hielo,9,515,345,Sobrevive
209,1063,Laberinto sin salida,3,627,71,Transferida
210,415,Baño de lava,5,661,318,Desintegrada
211,5722,Laberinto sin salida,5,305,394,Desintegrada
212,4129,Laberinto sin salida,5,551,366,Reincidente
213,2381,Grito eterno,5,315,427,Desintegrada
214,9234,Loop de reuniones,2,985,166,Transferida
215,4151,Loop de reuniones,3,737,450,Sobrevive
216,1402,Loop de reuniones,4,689,350,Desintegrada
217,9726,Laberinto sin salida,6,288,343,Sobrevive
218,6046,Baño de lava,7,679,72,Sobrevive
219,62,Cámara de hielo,1,121,29,Transferida
220,759,Loop de reuniones,4,618,331,Desintegrada
221,6729,Loop de reuniones,3,583,188,En proceso
222,7244,Baño de lava,7,359,348,Desintegrada
223,7680,Loop de reuniones,2,790,270,Transferida
224,654,Grito eterno,6,45,159,Reincidente
225,3334,Cámara de hielo,2,317,175,Desintegrada
226,7951,Loop de reuniones,6,532,98,Sobrevive
227,5694,Cámara de hielo,1,627,366,Reincidente
228,2923,Baño de lava,1,11,31,Transferida
229,594,Grito eterno,4,137,388,Reincidente
230,6322,Loop de reuniones,2,276,411,Transferida
231,9122,Grito eterno,6,568,426,Transferida
232,5453,Loop de reuniones,1,437,322,Sobrevive
233,143,Laberinto sin salida,10,880,120,Sobrevive
234,7363,Baño de lava,3,9,198,Sobrevive
235,9876,Loop de reuniones,1,520,78,Transferida
236,1438,Loop de reuniones,4,665,496,Reincidente
237,8400,Grito eterno,3,958,206,Transferida
238,7348,Baño de lava,8,45,491,Transferida
239,5932,Grito eterno,9,986,366,Sobrevive
240,4864,Cámara de hielo,7,849,24,Desintegrada
241,6403,Baño de lava,6,874,84,Desintegrada
242,9762,Baño de lava,3,414,254,Transferida
243,7430,Loop de reuniones,10,205,422,Transferida
244,5618,Grito eterno,2,743,221,Transferida
245,7967,Laberinto sin salida,8,694,368,Reincidente
246,1956,Grito eterno,1,780,426,Desintegrada
247,2374,Laberinto sin salida,3,999,86,Transferida
248,3117,Loop de reuniones,5,356,414,Desintegrada
249,1971,Loop de reuniones,5,184,468,Sobrevive
250,6049,Laberinto sin salida,8,660,420,Transferida
251,531,Loop de reuniones,7,234,432,Sobrevive
252,425,Loop de reuniones,4,228,163,Desintegrada
253,1979,Laberinto sin salida,3,498,42,Reincidente
254,2036,Cámara de hielo,4,609,221,Sobrevive
255,5279,Laberinto sin salida,7,71,107,Reincidente
256,1870,Grito eterno,6,378,271,Transferida
257,942,Cámara de hielo,4,757,109,Reincidente
258,4409,Laberinto sin salida,10,5,209,Sobrevive
259,2810,Grito eterno,9,485,488,Desintegrada
260,7247,Baño de lava,8,870,50,Transferida
261,8789,Grito eterno,10,18,410,Reincidente
263,7660,Loop de reuniones,5,494,427,Sobrevive
264,6108,Laberinto sin salida,6,432,309,Desintegrada
265,700,Laberinto sin salida,4,758,198,Sobrevive
266,5860,Loop de reuniones,4,754,430,Reincidente
267,8771,Grito eterno,8,288,135,Desintegrada
268,9605,Loop de reuniones,5,265,496,Desintegrada
269,5800,Grito eterno,7,430,363,Desintegrada
270,6788,Cámara de hielo,6,830,15,Sobrevive
271,9075,Cámara de hielo,9,774,406,Desintegrada
272,1588,Laberinto sin salida,10,655,241,Desintegrada
273,6349,Baño de lava,7,186,468,Reincidente
274,1641,Cámara de hielo,4,7,414,Transferida
275,1413,Cámara de hielo,1,952,85,Desintegrada
276,3318,Loop de reuniones,1,114,313,Desintegrada
277,7691,Cámara de hielo,4,549,3,Reincidente
278,3800,Cámara de hielo,6,790,31,Sobrevive
279,6002,Baño de lava,5,268,31,Desintegrada
280,8814,Loop de reuniones,8,714,9,Sobrevive
281,3962,Baño de lava,5,290,91,Reincidente
282,8261,Loop de reuniones,8,668,73,Reincidente
283,4097,Baño de lava,7,855,209,Reincidente
284,6878,Cámara de hielo,8,917,50,Sobrevive
285,3535,Grito eterno,3,314,124,Desintegrada
286,5251,Baño de lava,9,182,411,Sobrevive
287,2091,Cámara de hielo,9,873,180,Sobrevive
288,5669,Loop de reuniones,10,789,485,Desintegrada
289,462,Baño de lava,8,872,165,Transferida
290,5670,Baño de lava,6,919,105,Desintegrada
291,6248,Loop de reuniones,9,637,131,Reincidente
292,1807,Baño de lava,1,504,361,Desintegrada
293,5323,Baño de lava,7,389,13,Sobrevive
294,3616,Cámara de hielo,2,146,177,Sobrevive
295,6034,Grito eterno,2,40,343,Desintegrada
296,7653,Baño de lava,1,2,348,Desintegrada
297,1778,Baño de lava,6,840,251,Transferida
298,3838,Cámara de hielo,3,466,241,Desintegrada
299,523,Laberinto sin salida,3,93,467,Sobrevive
300,5267,Grito eterno,7,73,332,Transferida
301,7344,Cámara de hielo,5,733,274,Sobrevive
302,5309,Baño de lava,10,441,427,Desintegrada
303,660,Laberinto sin salida,8,533,475,En proceso
304,2448,Laberinto sin salida,8,707,120,Desintegrada
305,7433,Laberinto sin salida,4,844,283,Desintegrada
306,9230,Cámara de hielo,4,222,184,Transferida
307,6570,Baño de lava,10,507,366,Reincidente
308,4940,Cámara de hielo,3,905,41,Reincidente
309,5877,Grito eterno,6,163,277,Transferida
310,9865,Laberinto sin salida,5,289,479,Reincidente
311,9171,Grito eterno,4,309,160,Reincidente
312,5719,Loop de reuniones,9,79,274,Reincidente
313,5800,Baño de lava,7,370,496,Sobrevive
314,7293,Laberinto sin salida,2,39,321,Reincidente
315,9700,Loop de reuniones,6,64,448,Reincidente
316,3756,Loop de reuniones,5,229,316,Reincidente
317,3807,Baño de lava,9,93,321,Sobrevive
318,1636,Baño de lava,3,814,73,Desintegrada
319,7848,Grito eterno,5,636,240,Reincidente
320,936,Grito eterno,10,660,5,Sobrevive
321,7337,Grito eterno,1,587,147,Sobrevive
322,438,Laberinto sin salida,3,19,463,Reincidente
323,9008,Loop de reuniones,7,369,443,Transferida
324,7984,Laberinto sin salida,9,843,454,Reincidente
325,5870,Laberinto sin salida,7,510,440,Desintegrada
326,1014,Grito eterno,2,495,277,En proceso
327,9940,Loop de reuniones,2,675,151,Transferida
328,597,Cámara de hielo,5,562,494,Reincidente
329,7668,Baño de lava,3,993,85,Desintegrada
330,9953,Cámara de hielo,8,226,61,Sobrevive
331,7626,Laberinto sin salida,5,220,117,Reincidente
332,9796,Baño de lava,1,892,271,Reincidente
333,9229,Grito eterno,1,171,390,Sobrevive
334,496,Loop de reuniones,8,58,131,Transferida
335,6892,Grito eterno,4,996,439,Desintegrada
336,600,Cámara de hielo,8,648,135,Transferida
337,7317,Cámara de hielo,3,612,40,Desintegrada
338,2804,Loop de reuniones,6,231,427,Desintegrada
339,621,Laberinto sin salida,10,605,349,Reincidente
340,5039,Laberinto sin salida,3,566,19,Reincidente
341,3474,Grito eterno,4,343,50,Reincidente
342,9077,Loop de reuniones,10,796,237,Reincidente
343,4043,Baño de lava,9,198,318,Reincidente
344,9361,Cámara de hielo,7,359,73,Transferida
345,6357,Grito eterno,10,67,93,Reincidente
346,4801,Laberinto sin salida,7,592,313,Sobrevive
347,8353,Grito eterno,7,400,224,Reincidente
348,7104,Cámara de hielo,6,320,98,Sobrevive
349,4265,Cámara de hielo,3,76,485,Reincidente
350,6354,Baño de lava,10,939,299,Desintegrada
351,7775,Cámara de hielo,4,849,166,Transferida
352,2780,Loop de reuniones,10,321,119,Reincidente
353,6887,Laberinto sin salida,9,373,427,Transferida
354,7981,Baño de lava,6,623,79,Sobrevive
355,4003,Laberinto sin salida,5,98,295,Reincidente
356,4693,Laberinto sin salida,4,838,192,Transferida
357,2814,Cámara de hielo,3,46,335,En proceso
358,6866,Laberinto sin salida,10,565,186,Reincidente
359,108,Loop de reuniones,7,510,211,Sobrevive
360,1199,Cámara de hielo,10,975,451,Reincidente
361,1095,Baño de lava,5,380,165,Reincidente
362,4905,Grito eterno,10,917,423,Reincidente
363,5117,Grito eterno,3,272,439,Sobrevive
364,8801,Baño de lava,10,228,113,Reincidente
365,4074,Baño de lava,5,868,309,Desintegrada
366,6848,Loop de reuniones,1,450,3,Reincidente
367,839,Loop de reuniones,9,275,85,Sobrevive
368,8825,Cámara de hielo,8,773,378,Transferida
369,5030,Loop de reuniones,10,936,76,Desintegrada
370,9980,Grito eterno,8,268,283,Reincidente
371,5796,Loop de reuniones,2,991,377,Transferida
372,6254,Cámara de hielo,8,106,448,En proceso
373,7294,Loop de reuniones,3,925,303,Reincidente
374,7589,Grito eterno,2,541,206,Sobrevive
375,6509,Baño de lava,7,645,136,Sobrevive
376,5480,Cámara de hielo,1,503,343,Reincidente
377,5486,Grito eterno,9,204,411,Sobrevive
378,6195,Baño de lava,7,758,263,Desintegrada
379,4619,Cámara de hielo,2,349,1,Desintegrada
380,1011,Laberinto sin salida,2,981,34,Sobrevive
381,3743,Loop de reuniones,2,852,287,Sobrevive
382,5856,Cámara de hielo,4,265,5,Sobrevive
383,6746,Baño de lava,4,341,242,Reincidente
384,759,Cámara de hielo,5,755,432,Reincidente
385,9014,Baño de lava,9,768,485,Sobrevive
386,2628,Grito eterno,7,660,212,Transferida
387,3696,Cámara de hielo,1,760,280,Reincidente
388,9652,Laberinto sin salida,8,670,426,Desintegrada
389,7834,Laberinto sin salida,5,709,34,Desintegrada
390,734,Grito eterno,5,288,147,Transferida
391,1244,Baño de lava,8,854,220,Sobrevive
392,1698,Grito eterno,6,331,209,Transferida
393,9696,Laberinto sin salida,2,528,387,En proceso
394,633,Cámara de hielo,7,340,221,Sobrevive
395,8137,Grito eterno,10,740,118,Transferida
396,6378,Baño de lava,5,458,58,Desintegrada
397,5110,Baño de lava,7,343,275,Reincidente
398,9701,Cámara de hielo,7,547,413,Sobrevive
399,1881,Loop de reuniones,1,217,31,Reincidente
400,2145,Loop de reuniones,1,803,135,Sobrevive
401,8901,Grito eterno,9,749,181,Desintegrada
402,515,Cámara de hielo,8,843,86,Reincidente
403,9966,Loop de reuniones,7,264,158,Transferida
404,8365,Loop de reuniones,8,493,241,Reincidente
405,8725,Cámara de hielo,7,681,410,Desintegrada
406,5692,Grito eterno,4,533,183,Transferida
407,909,Loop de reuniones,3,627,66,Sobrevive
408,4831,Cámara de hielo,7,600,485,Transferida
409,7011,Loop de reuniones,3,192,349,Transferida
410,4010,Grito eterno,6,291,147,Sobrevive
411,653,Laberinto sin salida,10,217,287,Transferida
412,301,Laberinto sin salida,1,4,231,Reincidente
413,6641,Cámara de hielo,7,207,470,Desintegrada
414,8688,Loop de reuniones,9,609,120,Reincidente
415,742,Grito eterno,10,557,406,Desintegrada
416,2918,Baño de lava,10,198,168,Sobrevive
417,451,Cámara de hielo,1,393,189,Sobrevive
418,5049,Loop de reuniones,8,855,454,Reincidente
419,2809,Laberinto sin salida,9,708,229,En proceso
420,7218,Laberinto sin salida,1,173,191,Transferida
421,4763,Grito eterno,4,89,102,Desintegrada
422,2382,Laberinto sin salida,8,806,86,Reincidente
423,3870,Loop de reuniones,7,849,475,Desintegrada
424,4386,Laberinto sin salida,1,638,107,Reincidente
426,1399,Baño de lava,9,637,432,Desintegrada
427,9298,Cámara de hielo,9,552,189,Sobrevive
428,3186,Loop de reuniones,2,768,316,Sobrevive
429,7993,Grito eterno,9,663,303,Desintegrada
430,5252,Grito eterno,8,182,263,Transferida
431,1507,Grito eterno,6,477,415,Desintegrada
432,601,Cámara de hielo,2,914,241,Reincidente
433,9331,Grito eterno,1,783,360,Desintegrada
434,6677,Cámara de hielo,4,877,264,Desintegrada
435,3302,Laberinto sin salida,8,480,442,Reincidente
436,6052,Laberinto sin salida,2,521,451,Desintegrada
437,6456,Cámara de hielo,4,556,270,Desintegrada
438,3231,Laberinto sin salida,1,780,119,Sobrevive
439,8439,Laberinto sin salida,7,705,406,Desintegrada
440,78,Grito eterno,7,920,299,Desintegrada
441,8870,Cámara de hielo,4,440,72,Desintegrada
442,1065,Loop de reuniones,2,653,454,Desintegrada
443,6929,Grito eterno,2,576,468,Sobrevive
444,8502,Laberinto sin salida,10,147,281,Reincidente
445,2799,Laberinto sin salida,10,305,413,Reincidente
446,7784,Cámara de hielo,6,295,334,Sobrevive
447,3415,Laberinto sin salida,3,639,66,Sobrevive
448,3954,Loop de reuniones,5,664,1,Desintegrada
449,252,Laberinto sin salida,4,676,411,Sobrevive
450,3363,Grito eterno,4,977,78,Sobrevive
451,9827,Cámara de hielo,7,894,24,Sobrevive
452,6185,Laberinto sin salida,2,198,206,En proceso
453,4145,Laberinto sin salida,9,972,190,Reincidente
454,4272,Cámara de hielo,4,254,316,Reincidente
455,1001,Loop de reuniones,3,267,131,Sobrevive
456,9132,Laberinto sin salida,1,740,496,Transferida
457,912,Grito eterno,3,848,84,Desintegrada
458,8626,Grito eterno,9,565,93,Transferida
459,2549,Grito eterno,2,640,187,Reincidente
460,7719,Laberinto sin salida,6,84,362,Reincidente
461,2708,Cámara de hielo,4,189,479,Sobrevive
462,2183,Grito eterno,3,954,173,Transferida
463,6877,Grito eterno,3,720,61,Reincidente
464,8876,Grito eterno,1,377,34,Transferida
465,1442,Cámara de hielo,5,1,322,Reincidente
466,5314,Loop de reuniones,4,549,126,Transferida
467,7765,Grito eterno,7,752,254,Reincidente
468,3398,Loop de reuniones,8,113,332,Desintegrada
469,9086,Loop de reuniones,6,698,421,Desintegrada
470,1752,Grito eterno,10,695,45,Sobrevive
471,1588,Laberinto sin salida,2,98,190,Reincidente
472,1694,Laberinto sin salida,9,718,303,Desintegrada
473,4397,Cámara de hielo,6,191,91,Reincidente
474,5446,Baño de lava,7,969,119,Sobrevive
475,7139,Loop de reuniones,4,870,360,Sobrevive
476,3770,Laberinto sin salida,7,562,481,Desintegrada
477,4505,Cámara de hielo,6,918,230,Sobrevive
478,6242,Baño de lava,4,160,10,Desintegrada
479,7932,Baño de lava,7,41,283,Desintegrada
480,8016,Grito eterno,9,11,270,Transferida
481,5770,Loop de reuniones,5,454,61,En proceso
482,5612,Laberinto sin salida,5,313,368,Sobrevive
483,2165,Loop de reuniones,7,989,61,Reincidente
484,93,Cámara de hielo,6,331,218,Sobrevive
485,3596,Cámara de hielo,1,493,89,Sobrevive
486,3651,Grito eterno,1,33,335,Sobrevive
487,5923,Cámara de hielo,4,135,321,Sobrevive
488,221,Laberinto sin salida,5,465,15,Transferida
489,6998,Laberinto sin salida,7,391,313,Transferida
490,6598,Baño de lava,2,951,316,Sobrevive
491,3534,Loop de reuniones,8,712,166,Desintegrada
492,948,Laberinto sin salida,4,285,45,Transferida
493,1797,Grito eterno,3,882,457,Sobrevive
494,8322,Grito eterno,3,175,309,Desintegrada
495,4323,Laberinto sin salida,8,463,68,Sobrevive
496,5935,Cámara de hielo,5,505,361,Sobrevive
497,6568,Laberinto sin salida,4,184,366,Desintegrada
498,6480,Baño de lava,10,692,142,Sobrevive
499,5081,Grito eterno,7,592,448,Transferida
500,4113,Grito eterno,1,505,240,Sobrevive
501,7931,Loop de reuniones,1,582,109,Transferida
502,3649,Cámara de hielo,2,746,206,Desintegrada
503,7834,Baño de lava,4,227,309,Reincidente
504,4537,Loop de reuniones,2,208,41,Transferida
505,9446,Laberinto sin salida,7,934,287,En proceso
506,2498,Cámara de hielo,9,243,29,Transferida
507,2208,Laberinto sin salida,4,728,250,Sobrevive
508,8299,Cámara de hielo,1,887,184,Reincidente
509,321,Baño de lava,6,805,349,Desintegrada
510,5507,Laberinto sin salida,8,651,129,Sobrevive
511,9402,Cámara de hielo,7,614,494,Transferida
512,7600,Cámara de hielo,5,230,413,Sobrevive
513,5464,Loop de reuniones,9,461,119,Desintegrada
514,4994,Laberinto sin salida,3,219,485,Reincidente
515,1698,Laberinto sin salida,9,747,98,Reincidente
516,2497,Loop de reuniones,3,483,88,Sobrevive
517,3817,Cámara de hielo,7,883,184,Sobrevive
518,6457,Loop de reuniones,2,239,81,Reincidente
519,7438,Laberinto sin salida,5,351,430,En proceso
520,6857,Grito eterno,4,262,454,Transferida
522,7877,Laberinto sin salida,8,183,366,Reincidente
523,2690,Loop de reuniones,9,563,445,Reincidente
524,3266,Cámara de hielo,10,535,217,Reincidente
525,7640,Loop de reuniones,4,735,251,Reincidente
526,6419,Cámara de hielo,5,916,236,Sobrevive
527,9761,Grito eterno,1,905,363,Sobrevive
528,3346,Laberinto sin salida,4,963,221,Transferida
529,3937,Cámara de hielo,10,756,220,Reincidente
530,8971,Baño de lava,5,166,270,Reincidente
531,3489,Laberinto sin salida,7,203,58,Desintegrada
532,3850,Loop de reuniones,6,672,263,Desintegrada
533,8019,Cámara de hielo,7,886,366,Transferida
534,5551,Loop de reuniones,2,335,411,Reincidente
535,2805,Grito eterno,8,861,55,Transferida
536,5206,Laberinto sin salida,10,1000,236,Transferida
537,5259,Loop de reuniones,7,375,229,Sobrevive
538,5302,Baño de lava,5,870,295,Transferida
539,7388,Grito eterno,8,97,295,Desintegrada
540,6052,Loop de reuniones,1,497,224,Sobrevive
541,8394,Laberinto sin salida,9,910,410,Reincidente
542,6986,Baño de lava,6,59,460,Desintegrada
543,9506,Baño de lava,6,287,117,Transferida
544,6215,Cámara de hielo,2,694,3,Transferida
545,1685,Laberinto sin salida,2,646,209,Transferida
546,4577,Laberinto sin salida,2,621,263,En proceso
547,7274,Grito eterno,10,87,284,Desintegrada
